	TCGA-BH-A18S-01	TCGA-E9-A22D-01	TCGA-D8-A27L-01	TCGA-S3-AA14-01	TCGA-E9-A1NI-01	TCGA-E2-A1IU-01	TCGA-E2-A1IF-01	TCGA-E2-A15K-01	TCGA-C8-A1HO-01	TCGA-D8-A1X9-01	TCGA-D8-A27M-01	TCGA-A2-A0CT-01	TCGA-E9-A227-01	TCGA-AR-A1AW-01	TCGA-A8-A08I-01	TCGA-AO-A0JJ-01	TCGA-BH-A0EB-01	TCGA-A8-A07O-01	TCGA-A2-A0CK-01	TCGA-E2-A15D-01	TCGA-E2-A1B5-01	TCGA-EW-A1P5-01	TCGA-A8-A06P-01	TCGA-BH-A0HQ-01	TCGA-A8-A079-01	TCGA-A2-A25E-01	TCGA-A7-A5ZX-01	TCGA-A2-A0ES-01	TCGA-C8-A1HM-01	TCGA-E2-A10C-01	TCGA-A8-A09N-01	TCGA-AN-A049-01	TCGA-AR-A2LN-01	TCGA-E2-A1B6-01	TCGA-C8-A134-01	TCGA-D8-A1XR-01	TCGA-A2-A25C-01	TCGA-BH-A18K-01	TCGA-D8-A1JL-01	TCGA-BH-A0DL-01	TCGA-E2-A155-01	TCGA-AO-A0JF-01	TCGA-A8-A07Z-01	TCGA-C8-A26V-01	TCGA-D8-A73U-01	TCGA-D8-A27F-01
PANX1	1559	2157	2031	768	1183	438	1221	899	1101	1799	2988	708	1701	994	2320	1099	1834	1882	413	1103	1207	1865	603	1122	1022	882	712	1229	1366	742	1400	914	751	2551	2403	2827	1894	1463	3563	2502	1642	1317	730	3319	1106	2977
PANX2	20	103	67	35	73	104	80	107	431	140	154	671	292	86	465	597	63	9677	914	29	303	400	62	31	993	277	260	94	352	126	153	254	70	270	1914	592	16	20	300	192	1322	689	365	527	327	1589
PANX3	0	0	0	3	0	0	0	21	0	0	1	0	0	0	8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	4	0	0	0	0	1	0	0	0
PAOX	515	715	405	185	206	285	453	354	384	334	331	292	394	444	592	355	221	284	458	278	334	219	348	267	372	314	346	253	141	239	265	313	192	587	368	446	382	289	192	342	512	181	388	445	383	126
PAPD4	3468	3106	4347	1622	1875	3666	2094	2497	3071	2797	2757	2889	2505	3284	6209	2944	3632	1488	1969	3343	3516	3615	3025	2363	1672	2813	3145	3145	2522	1896	2341	2884	2161	4593	3174	4716	6792	2989	3209	3752	3634	3267	1384	5226	2370	2336
PAPD5	1587	1065	1094	696	1837	698	334	515	4195	2308	2379	992	1209	1350	3749	682	1371	2489	532	845	1288	1513	571	568	709	2711	540	983	1463	390	624	604	538	1313	1519	3066	1848	993	2072	1321	1643	1019	504	4686	469	2469
PAPD7	1246	2591	2177	1279	986	1241	1210	1238	1850	1472	3983	922	1459	1807	4585	1046	1009	4459	1899	1794	1851	1266	1615	915	2757	1824	1631	1568	1687	1197	1221	895	1017	2648	5869	2636	2548	1569	6603	2663	3633	1092	1434	2211	1466	2418
PAPLN	312	1221	1128	884	456	526	501	2225	389	587	934	708	1075	2096	793	1615	576	196	1333	955	2567	128	735	483	507	375	1721	1847	428	1472	217	464	1363	3460	1347	1195	1573	804	1240	740	782	1682	125	902	1917	474
PAPL	0	0	4	0	19	2	1	0	0	0	3	7	0	1	0	1	4	19	0	0	0	1	2	5	0	1	0	2	5	1	1	1	1	5	347	0	1	0	110	253	0	2	0	1	0	4
PAPOLA	12785	22697	14367	5802	9516	10201	7888	13173	19281	19974	14480	10139	13763	12636	22441	9751	12836	10519	8013	11821	11259	11351	9007	6998	12254	13009	8079	11724	10811	8433	7340	10642	7181	16024	16192	17457	29752	12633	11521	14255	14036	11530	4884	26857	6560	17494
PAPOLB	1	1	1	0	0	3	0	0	0	4	1	0	3	0	1	8	0	0	3	1	2	0	0	0	0	0	0	4	0	0	0	3	1	7	1	0	4	1	1	0	0	2	2	0	0	1
PAPOLG	1431	1462	1575	661	530	895	694	928	1351	1870	1675	912	1433	1404	1573	1348	1181	1389	843	1069	1050	1051	820	549	890	1000	802	1345	923	449	571	782	1084	1376	2624	1615	2722	1067	2241	1950	1684	1193	433	1612	714	1720
PAPPA2	5	0	17	12	2	2	1	3	3	4	77	5	21	4	5	12	1	1	0	3	2	4	5	6	2	3	4	96	1	1	1	1	73	0	15	2	6	13	7	2	8	17	5	8	1	23
PAPPA	65	117	421	229	66	123	81	66	81	347	1009	121	193	129	96	256	290	617	98	125	102	276	183	157	65	117	267	352	40	12	249	162	315	95	151	464	221	205	658	1266	64	238	82	298	159	1069
PAPSS1	6211	5794	10180	4191	3516	2900	3050	2213	8338	6456	18101	7278	6074	3636	7329	5751	5328	17167	4836	5466	3301	3899	7062	3715	6154	7112	4853	7269	2708	3183	3332	3048	2853	17680	23096	4504	4559	4701	13351	6904	15923	4825	2981	9249	2160	18265
PAPSS2	136	924	2798	4615	1807	2712	819	615	333	13557	1660	3522	2474	4528	9117	1128	1395	12517	521	5385	2852	5999	5842	2366	326	836	1269	1683	236	1195	813	1378	940	2433	712	1070	6775	1549	2456	1391	376	3886	10664	46248	1380	12140
PAQR3	748	1117	977	355	431	276	136	197	599	1201	1611	977	572	1018	931	557	419	2521	551	567	442	526	379	332	409	1291	524	980	1253	395	160	318	503	817	2084	474	739	738	1323	669	2021	789	209	1612	340	1757
PAQR4	3138	5497	17319	485	3678	4962	6341	5613	3570	1158	3233	1617	937	958	5379	1397	2275	1829	2400	10272	1037	2454	2189	9226	3689	1526	1455	643	2499	8974	3952	2457	239	9149	9422	2368	2968	3091	2664	5709	3979	957	2479	2659	1119	2554
PAQR5	738	256	849	160	971	2904	355	1147	1722	179	1246	1865	513	332	215	182	1184	1079	256	706	378	346	2103	520	578	668	432	459	188	199	565	108	1137	207	1105	927	1033	750	862	320	1881	282	408	275	53	1167
PAQR6	41	106	412	125	135	127	311	182	33	138	591	93	69	484	181	52	53	12	319	299	31	73	244	105	238	136	392	175	353	1434	53	92	814	442	564	279	247	149	39	117	171	129	211	80	698	801
PAQR7	882	1366	1623	674	858	530	779	739	1379	1311	1393	1069	1078	532	2140	1237	928	1058	1759	1025	403	613	1662	919	1177	1547	1209	1040	470	973	970	547	752	1875	1030	954	666	767	1393	1209	2245	793	1095	1686	489	1658
PAQR8	299	1245	1052	349	276	396	308	603	256	826	2033	269	810	1129	1685	976	929	2083	786	848	1281	439	525	356	375	563	717	783	540	279	230	305	522	1562	2288	477	905	539	1321	621	227	967	244	767	1034	1430
PAQR9	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PAR-SN	281	138	371	170	76	196	127	176	499	191	64	17	271	125	540	199	127	59	206	319	306	96	192	78	269	216	328	556	58	596	72	40	200	382	33	166	248	354	117	23	642	164	78	245	198	18
PAR1	2	1	3	0	2	1	7	2	3	1	0	0	5	1	4	0	1	0	6	8	6	1	2	1	0	8	4	1	0	24	0	3	2	1	2	4	0	3	2	0	1	2	1	3	5	1
PAR4	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAR5	39	9	224	101	11	66	7	22	103	128	62	4	25	75	379	71	45	20	12	72	10	28	69	30	62	52	31	247	18	18	35	11	102	4	6	35	107	28	68	1	314	85	1	100	43	11
PARD3B	432	118	811	156	112	353	57	140	74	515	1419	125	205	249	421	236	191	48	31	244	28	225	793	200	296	243	66	392	213	21	115	243	399	12	78	499	1537	112	542	88	286	343	111	480	204	91
PARD3	2141	3796	3823	1345	1021	2210	993	1437	3174	3736	2351	2856	2881	231	1694	2394	1879	3264	1579	2459	1097	1492	2631	956	3596	3983	1776	3009	1769	1264	1822	1113	1324	2202	2905	5432	5120	1396	2543	6219	5464	1884	1450	3421	765	4523
PARD6A	666	233	208	148	200	231	254	208	718	469	314	160	370	84	1299	284	184	138	210	306	148	1130	319	162	787	389	214	243	108	97	112	221	132	386	95	367	662	198	173	358	293	185	888	505	130	195
PARD6B	6059	2676	3691	234	3941	2411	378	3016	1797	3073	435	1602	1632	583	6950	1997	6332	753	1190	2423	493	1977	3093	1951	13111	17031	2074	1430	5696	626	3150	1914	1386	265	2248	1523	1417	2580	881	799	3716	2178	3580	2310	374	594
PARD6G	418	812	1045	494	415	322	662	357	257	476	291	500	673	360	721	562	741	437	699	593	315	302	463	443	449	1082	1338	959	173	312	211	273	494	1021	772	757	633	741	840	2565	514	583	261	579	330	355
PARG	1824	2603	2157	1011	936	1329	751	1407	2238	2834	1346	1700	1325	1916	2270	1243	1384	1866	1091	1499	932	976	1489	989	1211	2525	1153	1206	1061	1883	1681	1344	694	1852	3226	2612	3269	1533	3053	1495	2048	1173	1123	3135	837	3989
PARK2	78	29	144	54	42	86	68	18	92	26	161	121	240	81	34	107	52	124	192	133	295	90	139	97	28	29	85	208	9	13	10	57	100	100	125	48	74	78	266	96	9	132	13	357	62	48
PARK7	15093	18979	13175	7479	12386	11780	14164	11048	14413	14233	9688	9369	20422	6509	9984	12761	15769	12440	12294	9698	13233	9861	14801	8770	12319	15080	9881	8978	6089	12444	10005	8069	4488	20002	11151	12173	9194	10967	16350	11037	17929	10417	12159	20717	4400	7320
PARL	2598	4285	2154	987	1784	1790	2390	1448	2566	2916	1978	2508	2852	1826	3585	2443	2785	3487	2300	1733	2538	2430	3375	1210	2715	2347	2068	2102	2608	1561	2099	3440	986	10450	4352	2820	2972	2201	5497	2487	1942	2093	1309	5781	1936	2361
PARM1	317	17205	2951	5071	770	1455	4567	791	1809	2895	3877	731	5889	3046	2836	1957	1437	2208	912	1134	2791	1366	1128	696	445	1539	1001	3115	722	219	630	843	1479	1448	1318	8293	6040	3489	1667	4498	894	2666	833	2170	1086	953
PARN	3827	5178	6835	2082	3523	6637	7379	7058	3507	5712	3602	3477	5281	3708	7596	3264	6664	4065	3084	7073	3564	6255	6802	5242	3097	5496	2831	3406	4339	6664	3610	6927	2055	6990	9466	8652	8526	3206	5483	3830	5179	3323	4905	6325	2476	3689
PARP10	2581	9541	4213	2318	5383	3002	3527	3920	8920	4694	5145	3550	2381	8416	10883	4246	2226	3884	4577	4972	1743	10696	3755	3923	7526	2382	4973	2154	8212	6365	8676	10187	2412	9476	8183	5675	6610	2682	3261	7900	2518	2312	4979	5755	6417	1898
PARP11	636	1268	1715	427	672	504	358	538	1716	1358	910	1400	1238	1480	2207	1003	1115	467	709	823	712	595	747	702	542	1810	872	1136	746	464	395	679	601	1843	359	1037	1104	624	926	465	1908	974	491	1369	547	218
PARP12	1649	7716	2861	1088	1886	1741	1328	2638	7000	5416	6468	678	3397	4491	9169	2295	2127	2745	2509	1954	2387	4970	1576	1549	2001	2752	1211	1856	5713	4581	1581	2095	1354	14007	7713	4418	10323	2220	9992	5490	2042	1568	3224	4921	4975	1534
PARP14	3954	18488	9828	1670	6057	4392	2772	6847	34517	29972	37045	4786	6673	30882	87318	6117	8997	3734	3232	5559	5798	12797	3550	3967	6964	4777	2152	6537	18022	4399	7541	14021	4885	21060	23188	3655	17908	5215	37089	23739	4508	5717	5454	19488	10764	4910
PARP15	3	206	124	21	11	28	22	87	13	144	573	4	111	986	350	40	36	25	13	43	195	31	49	6	50	44	9	41	114	115	21	48	48	824	120	17	103	24	157	172	9	33	6	37	409	23
PARP16	1072	1016	1177	413	753	1025	630	895	998	1083	956	372	929	535	683	1084	854	868	826	1294	744	1049	698	606	820	1024	921	839	700	647	699	664	629	1809	2315	1379	2110	752	1670	1130	1047	672	660	1987	521	936
PARP1	20273	33343	13863	6603	14690	11843	17484	12725	10259	18156	12452	6145	21655	21126	37971	18732	15923	25987	11272	26853	10292	17555	10593	14434	24879	18133	8519	8706	22393	10767	10736	18504	7442	21029	22310	36505	37442	18365	17005	17430	22738	14205	13759	34406	12892	20726
PARP2	1122	2567	1521	810	1273	797	1019	2556	1821	2640	1433	1057	1563	1688	3151	1150	1085	799	1260	1123	843	746	1383	714	2198	1759	1035	855	1884	1522	811	1252	579	1674	2567	2395	4699	1934	2323	2048	759	746	695	988	794	1786
PARP3	1459	1512	1851	412	1017	1596	1443	2377	1934	1175	1370	334	1661	1331	3744	1266	1848	510	2130	1778	1096	2242	962	1222	1434	351	1557	1481	614	877	1610	674	1241	2729	2071	1395	3278	1288	1602	1007	338	1178	1433	2941	1856	1002
PARP4	7348	5341	7730	3539	2894	3152	1970	2741	2583	7270	15238	1478	6494	5335	6343	4021	6499	3477	2391	5138	3690	9464	4181	2647	3070	4652	2633	6110	3133	681	1457	6431	3033	5904	6903	11023	18589	3362	11845	4421	7135	5276	2516	5561	5218	6186
PARP6	1716	5138	2957	1670	2322	1819	1393	1863	10044	4649	2721	620	1638	2294	3509	1535	1583	1305	2459	3269	2160	4206	2442	1385	2083	3595	1993	1745	2060	1479	1500	2485	1423	7095	7167	2613	4112	1838	8005	6212	1572	947	1291	3520	1405	3498
PARP8	988	2089	941	523	360	765	825	413	289	1436	2185	243	2406	1828	1949	832	1876	343	533	849	1484	2131	584	282	177	653	443	1292	1328	310	1263	824	382	2603	617	263	2771	712	1251	743	187	1669	2109	1906	1362	1370
PARP9	4758	16101	7804	2360	7281	5313	2792	7335	22253	18165	14942	6418	7657	11634	33066	7404	8790	2260	2442	4551	3956	16344	3449	3052	4715	7102	2007	5606	12531	5142	7348	23762	2937	19332	18409	4011	22798	6993	13339	15755	4557	5469	6033	20267	6867	3169
PARS2	645	611	673	337	332	436	419	533	623	1031	500	247	428	301	1410	366	525	3495	429	491	349	366	699	470	363	367	378	291	242	226	478	311	221	822	1347	424	380	419	1244	907	404	362	309	791	196	652
PART1	2847	63	12	335	0	1385	140	0	21	5	507	106	1461	48	54	104	4	150	33	25	21	4	2	15	11	36	77	156	2	21	152	11	46	624	69	1034	0	6	79	47	74	55	3	44	16	792
PARVA	6660	3788	8725	3665	4286	5815	4795	4184	3157	7975	8049	5126	6434	2025	5654	5801	7795	5460	4088	4948	2272	5164	8563	4711	3962	4831	4459	7156	3862	1718	4698	4201	4541	5019	6018	7338	12696	7023	10664	1559	5678	7674	1830	13098	3004	6056
PARVB	1401	1307	1219	405	757	873	1205	496	2032	855	1980	904	1830	1274	1766	1297	912	3213	1634	1579	977	394	1048	710	1541	1740	768	1019	669	498	582	697	754	5958	2501	1706	908	942	2131	802	173	1196	1043	2207	1045	2799
PARVG	318	2676	913	325	258	382	549	715	216	577	5307	170	808	2893	1983	935	1193	270	594	424	1562	604	438	318	507	416	400	465	866	745	258	446	480	6543	945	532	658	503	1189	1197	171	502	320	971	2694	296
PASD1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PASK	509	1275	1363	538	431	920	856	1523	1344	943	901	239	883	2050	2317	808	665	642	858	885	1495	769	547	591	694	1808	699	436	559	1265	386	508	402	4162	945	1430	1834	550	480	1042	1271	450	378	922	899	998
PATE1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
PATE2	1	1	0	0	1	0	0	1	0	1	0	0	1	0	2	3	0	2	1	1	0	2	3	0	1	0	0	2	1	6	1	1	0	3	5	5	0	4	3	1	0	0	0	5	0	13
PATE3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PATE4	2	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	5	1	0	0	0	1	0	0	1	2	0	3	0	1	0	0	0	1	0	3	0	2	0	0	1	0	1	1	2
PATL1	2600	4931	4158	2039	2299	1405	2202	2050	2544	6398	6826	1909	2900	5605	11788	2698	3160	6209	1320	2657	2250	3802	3578	2199	2225	4531	1693	2492	3630	2061	3438	3024	1863	7832	13282	4708	7453	3157	11764	4428	3735	2069	1186	7506	2356	10395
PATL2	3	221	27	27	10	13	10	35	16	40	149	1	33	280	279	35	17	16	16	18	83	36	7	3	12	7	4	12	135	43	7	10	27	730	60	48	43	13	135	94	11	4	11	77	403	14
PATZ1	9182	9431	4976	4700	3113	5107	3808	6965	11022	5150	2693	5508	5976	4137	7067	6074	4679	2511	8159	7391	3406	3578	3571	3801	9819	7338	6717	4146	2761	3855	4551	2439	3237	7087	4988	8844	5219	4005	3054	1403	8729	4817	3942	9481	4470	6250
PAWR	2727	1491	1937	754	356	906	698	670	824	5813	2006	1093	841	476	1553	1185	940	1500	327	971	160	650	1073	571	782	2070	939	1220	617	281	986	770	4376	588	2179	1922	2685	1203	906	2420	1726	851	438	2948	490	1544
PAX1	5	0	31	8	59	3	3	5	1	8	54	5	11	2	363	1	7	21	0	2	1	8	205	28	3	5	23	9	0	0	4	0	51	0	2	12	24	103	43	14	0	7	0	7	22	194
PAX2	43	83	188	147	32	246	229	0	415	90	2	248	204	61	51	9	21	4	5	19	0	88	41	86	1	200	73	22	27	1	14	19	7	2	1	20	132	22	0	0	11	46	7	2	10	4
PAX3	1	11	18	23	6	3	4	1	7	14	1	9	5	9	0	5	6	283	29	3	21	1	6	5	1	11	4	7	5	8	24	1	2	713	0	45	7	2	14	5	1	14	0	5	10	16
PAX4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
PAX5	0	52	23	0	0	89	4	128	39	6	663	3	21	1202	48	48	5	1	2	23	272	2	14	0	15	15	0	5	19	11	8	12	27	1250	35	1	24	2	23	13	13	6	1	0	59	26
PAX6	47	56	151	45	97	94	73	76	188	96	58	120	130	61	110	138	111	456	115	91	95	93	44	73	61	115	136	189	39	48	66	29	94	355	626	100	132	78	481	31	126	136	44	109	62	423
PAX7	1	0	1	1	1	0	0	2	403	0	0	1	0	53	18	2	0	0	0	5	0	0	0	1	0	0	0	1	207	4	2156	0	13	0	0	0	0	154	13	0	8	1	0	8	1	0
PAX8	503	148	378	21	47	388	335	39	21	364	47	77	9	211	794	51	412	297	542	366	342	49	398	51	333	9	176	228	199	102	279	291	20	218	74	21	107	151	44	18	50	54	505	40	241	51
PAX9	31	842	2559	358	202	70	381	392	167	728	72	506	1185	421	762	306	123	469	38	800	17	325	1182	502	430	418	430	558	413	337	60	207	225	97	12	1312	2522	1728	98	330	288	253	497	249	493	72
PAXIP1	1489	2253	2077	521	928	1785	851	3046	2897	2101	1243	816	1253	1558	2945	1179	916	1509	1230	1920	749	2927	1112	1532	1833	1932	1327	997	1032	756	1501	644	1993	1981	5254	2565	5575	1377	1531	1481	2662	1161	1886	2595	1063	4049
PBK	177	1098	136	250	459	349	351	595	885	832	717	3110	693	581	2184	777	326	2559	796	217	276	847	143	398	1656	1734	93	131	1855	812	1004	526	38	3230	3205	1969	2686	328	3814	741	3016	370	719	1681	53	1150
PBLD	1690	315	804	413	409	637	471	563	754	605	239	110	844	284	889	739	760	290	212	363	290	345	517	284	271	658	290	430	747	350	510	436	238	544	742	655	1354	830	694	357	604	615	489	611	376	411
PBOV1	1	4	4	2	2	1	1	3	0	1	2	0	0	1	10	0	2	0	0	3	1	0	2	2	4	6	1	5	0	2	0	0	4	0	1	9	50	3	0	0	0	2	0	1	3	0
PBRM1	4594	4634	8021	2954	2799	4196	2279	4703	6297	8908	5395	2737	4905	6526	10978	4434	6211	6525	3628	4800	2410	3201	4498	3546	4834	3697	3047	5481	2757	1619	7052	2307	3805	4634	4872	12258	17232	4272	8717	3947	5089	6250	2011	4406	3070	6268
PBX1	62169	14295	23148	10254	11492	15094	12335	9167	27390	59149	3118	26599	16340	13774	19837	18496	30909	21172	20705	20462	13617	13071	25283	27953	10884	28998	15020	17802	12849	11568	29250	10892	11413	4412	12883	19360	80225	16871	8430	3547	38885	29212	3042	15656	7140	9376
PBX2	3233	4779	4704	2034	3906	2740	3290	2773	4320	4784	2735	2860	3198	4717	6222	2068	3649	1995	3965	3652	2989	3247	3601	2986	2263	5405	2880	3310	1863	4692	2697	3587	2220	6173	7291	3931	10080	5594	5795	3135	1560	2109	2221	4817	2603	5195
PBX3	2120	1565	1589	457	521	980	3997	477	783	1606	1631	1356	15481	803	2369	1321	1177	1513	7198	2213	751	618	3053	981	1618	1678	1367	3007	386	409	860	641	515	1820	2026	4560	1211	946	2034	1494	1143	3017	920	1849	2317	1064
PBX4	4	60	98	4	8	5	79	34	6	14	51	0	41	90	111	11	7	11	88	18	84	2	26	14	7	8	43	35	14	55	5	24	23	397	160	30	10	9	52	50	10	6	14	11	116	10
PBXIP1	13021	7642	8324	4364	4837	7629	13480	7537	1820	5843	7611	7978	16950	9646	10276	9306	14903	6937	11543	11177	8630	7223	7344	10226	4859	4675	11520	9018	3806	6429	3627	5455	5186	18139	6372	15482	13148	5683	5656	8917	5616	9847	9902	9963	13121	3679
PCA3	0	0	1	0	0	0	4	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
PCBD1	3398	3957	2944	1533	4503	3035	3401	3665	3750	1808	2207	1127	3857	3098	4392	3125	2919	3685	3405	4435	3599	2087	3040	2932	7416	3760	2122	2049	5820	11001	5102	2472	1550	2710	5269	1836	3362	6642	3994	2026	4920	1953	3800	4174	1932	2105
PCBD2	1149	904	1449	521	664	1196	1135	1028	1445	1480	866	970	1484	681	1251	1056	1234	577	1351	948	1558	2060	702	850	1874	2575	970	961	498	528	1230	893	488	1286	629	1636	2687	1590	607	1172	1413	809	1163	1853	765	887
PCBP1	23118	26418	23912	11801	17121	15222	17795	22299	22510	31494	22449	12985	22103	15913	26540	20325	20707	22051	24330	17746	18275	16071	23868	13395	25703	25120	17906	16345	13459	19634	11394	16903	10477	33215	32457	22641	34894	26059	26514	26677	24511	16227	15686	31014	15971	31202
PCBP2	32039	47207	30705	18039	27125	22925	18253	26070	22486	39615	17336	19253	31042	24019	54182	34667	35610	33682	33356	26170	24905	24437	29803	16181	41842	39275	24621	28659	27577	24146	25729	25419	18863	29974	27729	33947	39567	30410	23041	26757	47630	21541	32462	58096	17987	21040
PCBP3	6	25	71	11	19	16	77	51	17	51	51	61	30	65	18	28	37	1312	85	64	58	3	107	21	6	12	99	53	13	59	3	8	41	122	1271	39	206	37	132	63	19	70	17	26	39	59
PCBP4	1122	1436	1345	874	1056	1002	1985	983	1104	1168	1211	487	1445	868	1052	605	1260	1687	1743	1244	688	854	967	1108	912	709	1619	1116	399	910	968	938	606	5680	2555	1344	1541	1577	2189	652	398	857	611	1153	1065	2639
PCCA	658	562	1624	1139	1019	1127	879	652	1477	718	845	895	942	584	984	585	1429	339	738	1180	587	331	1119	1376	510	1334	1149	1548	667	911	498	659	823	1623	1845	1156	1468	1234	3039	1197	681	1015	293	564	680	228
PCCB	5430	6699	4664	3284	4773	5171	4048	4755	3674	5165	3110	2284	6524	3323	5486	4054	5849	3742	2865	4752	2289	3712	4293	3767	4487	4913	2955	3336	2217	2701	3263	6205	1933	8344	5439	3394	8976	5762	10473	4371	4681	4453	3030	11193	2021	2954
PCDH10	3	694	4416	132	4	6	11	14	41	5298	10	10090	5	7	208	17	9	6	3	10	1	81	79	15	12	59	4	7	48	9	2	3	62	7	5	101	10	8	40	0	187	9	0	244	21	187
PCDH11X	0	62	20	6	0	4	4	2	19	3	306	10	2	4	96	5	2	31	15	3	3	1	2	29	412	5	4	22	0	0	2	1	51	1010	19	0	3	4	5	5	112	7	0	2	4	38
PCDH11Y	0	3	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	4	0	0	0	0	1	26	0	0	0	0	0	0	0	0	0	0	0	0
PCDH12	733	944	1900	741	804	679	1282	1074	792	1632	737	706	1428	465	288	1295	1653	779	1346	1599	996	517	1530	1076	480	1037	745	671	307	560	745	1031	1020	561	1349	1683	1855	1636	1761	464	810	2117	767	963	927	1080
PCDH15	1	1	0	0	0	0	0	0	3	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	12	0	1	0	0	0	6	22
PCDH17	525	616	1043	520	317	308	331	526	381	1549	629	568	598	314	123	581	1244	904	186	966	627	380	407	475	316	1240	349	166	233	283	430	508	548	175	1322	1218	1472	929	2188	633	785	1712	348	1148	392	1064
PCDH18	318	1106	2659	1776	1206	361	1029	482	1385	1544	1891	543	1589	1246	626	4816	1525	745	1031	1331	1496	391	1880	1232	655	2638	2592	1892	344	544	911	833	2570	1377	1648	1543	3091	1755	5771	250	936	2937	413	1318	593	2081
PCDH19	21	8529	710	193	319	4360	162	118	3964	1444	241	2372	824	87	68	340	186	24	165	382	111	68	280	276	79	1449	132	298	5	50	154	552	364	73	38	885	416	234	175	239	535	610	491	125	137	347
PCDH1	6915	5129	7969	7373	3887	5369	4535	5769	12613	7256	7696	8287	2886	3235	12106	3927	6362	2225	4998	6162	848	10153	6393	8385	5124	6522	4909	6863	1308	1279	4104	5066	4720	1624	2641	6395	11344	5674	3232	9471	7176	7648	7581	3457	2800	4171
PCDH20	7	4	196	32	17	224	34	430	2	5	15	44	29	11	22	276	28	86	148	88	6	237	65	47	106	205	18	104	350	20	102	92	22	0	3	1474	9	12	15	0	0	52	34	105	13	349
PCDH7	428	2189	2996	1278	1686	518	1063	426	1534	2165	1600	645	1174	480	684	1640	1568	479	533	828	2566	1335	1865	1470	695	1029	908	1691	140	1651	862	906	5911	969	466	1052	2515	2384	2875	561	676	2099	193	5926	799	713
PCDH8	0	12	47	1	0	0	3	0	2	0	109	35	2	0	1	0	16	16	21	0	15	0	0	5	1	1	1	0	0	1	2	1	3	108	74	0	12	2	72	20	0	0	0	2	0	68
PCDH9	3	17	36	28	12	19	25	10	49	41	313	13	24	135	12	131	9	17	54	124	67	15	70	21	22	46	5	34	4	16	6	20	85	86	53	105	58	22	124	1	108	249	6	4	31	81
PCDHA10	1059	0	162	73	53	22	274	15	2056	108	101	984	25	60	13	157	101	6	39	79	99	24	75	1242	36	16	387	1246	0	41	92	27	77	0	14	44	2909	97	73	3	94	1072	191	51	458	100
PCDHA11	548	5	695	43	292	21	63	184	360	1607	469	234	26	21	515	184	628	2	235	570	16	1029	607	316	4	7	213	185	0	178	777	488	35	3	38	15	2125	26	4	0	2	159	4	1012	391	7
PCDHA12	1313	3	118	18	324	10	61	371	482	1738	1012	306	27	32	312	304	85	0	56	883	9	190	531	1110	0	6	325	141	0	10	837	1218	99	15	6	5	1968	19	3	0	11	334	6	1371	396	0
PCDHA13	597	0	90	17	123	10	31	0	262	33	10	6	14	274	5	29	37	0	25	20	10	389	19	499	0	3	108	79	0	0	114	251	11	0	165	8	140	44	10	3	20	19	3	7	49	2
PCDHA1	124	6	207	4	121	41	139	289	317	46	44	90	24	83	16	17	27	21	311	39	32	3	9	147	3	34	160	34	24	398	51	220	56	139	162	0	835	387	87	0	5	30	26	16	13	8
PCDHA2	29	2	178	10	51	10	28	80	474	75	69	8	11	27	10	54	26	16	130	25	22	3	10	59	0	6	55	22	38	34	51	223	28	0	5	5	99	53	45	5	8	26	32	18	92	0
PCDHA3	372	6	664	52	56	93	171	335	391	460	109	29	22	56	30	148	48	165	185	247	70	11	62	156	0	15	449	140	41	41	154	822	134	0	10	24	639	130	31	11	14	88	292	67	259	7
PCDHA4	41	6	822	20	560	113	167	392	2125	110	872	14	3	35	358	191	72	6	320	29	302	29	33	50	2	15	312	79	240	38	301	875	57	73	6	17	1282	409	46	22	12	24	102	545	331	8
